"FilingId","FilerEIN","TaxYr","Amended","FilerName1","FilerName2","PdBeginDt","PdEndDt","Org501c3","Org501cInd","Org501cType","Org4947a1","Org527Ind","FormYr","PersonNm","TitleTxt","AvgHrs","AvgHrsRltd","TrustOrDir","Officer","KeyEmpl","HighComp","FmrOfficer","RptCmpOrg","RptCmpRltd","OtherComp"
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Michelle Neubauer","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Cara Roy","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Allison Tringas","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Alan Wood","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Cara Roy","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Jerry Miller","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Bo Burns","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Paul Schriener","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Jim Luttrell","Director",0.5,NA,1,0,0,0,0,0,0,0
685779,593315988,2011,0,"The Mattie Kelly Arts Foundation",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1995,"Jeff Rink","Director",0.5,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"CHUCK BORGES","Secretary",0.3,NA,0,1,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"HENRY JOJOLA","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,NA,"Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"STEVE JONES","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"SADDIQ MIR","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"LAURIE PAQUETTE","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"KIM PATE-COOPER","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"CYNDY ROBBINS","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"RANDALL PIKE","Chairman",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"KELLY BROCKMAN","Treasurer",0.3,NA,0,1,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"MATTHEW ZOCCOLE","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"ZACHARY REDMAN","Director",0.3,NA,1,0,0,0,0,0,0,0
577054,943048865,2010,0,"WOMEN'S DEVELOPMENT CENTER INC",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,1987,"TINA PRIETO","Executive Director",55,NA,1,1,0,1,0,133823,0,0
625621,204403191,2010,0,"IGLESIA CRISTIANA ROCA FUERTE",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,2006,"JACOB RANGEL","PRESIDENT",35,NA,0,1,0,0,0,18000,0,0
625621,204403191,2010,0,"IGLESIA CRISTIANA ROCA FUERTE",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,2006,"LETICIA RANGEL","DIRECTOR",35,NA,0,1,0,0,0,NA,NA,NA
310051,341850731,2010,0,"PARTNERS IN COMMUNITY INC",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,1997,"ROBIN PILUS","PRESIDENT",1,NA,1,1,0,0,0,0,0,0
310051,341850731,2010,0,"PARTNERS IN COMMUNITY INC",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,1997,"DANIEL MURPHY","SECRETARY",1,NA,1,1,0,0,0,0,0,0
310051,341850731,2010,0,"PARTNERS IN COMMUNITY INC",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,1997,"FRANK UDOWSKI","TRUSTEE",1,NA,1,0,0,0,0,0,0,0
310051,341850731,2010,0,"PARTNERS IN COMMUNITY INC",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,1997,"DANIEL C WOELL","EXECUTIVE DIRECTOR",40,NA,0,1,0,0,0,72800,0,0
310051,341850731,2010,0,"PARTNERS IN COMMUNITY INC",NA,"2010-01-01","2010-12-31",1,0,NA,0,0,1997,"VELDA CRAMER","ASSISTANT DIRECTOR",40,NA,0,1,0,0,0,64490,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Ann Dozier","Co-Chair",10,NA,1,1,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Genvevia Outlaw","Co-Chair",10,NA,1,1,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Courtney Bennett","Boardmember",10,NA,1,0,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Diane Ince","Treasurer",10,NA,1,1,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Debra Lowman","Boardmember",10,NA,1,0,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Dorothy Skinner","Secretary",10,NA,1,1,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Lenore Browne","Boardmember",10,NA,1,0,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Ileana DeLaRosa","Boardmember",10,NA,1,0,0,0,0,0,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"Donald C Notice","Executive Director",40,NA,0,0,1,0,0,121313,0,0
795592,237169558,2012,0,"WEST HARLEM GROUP ASSISTANCE INC",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,1971,"June Andrews","Deputy Director",40,NA,0,0,1,0,0,119566,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"RAY REXING","DIRECTOR",0,NA,1,0,0,0,0,0,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"MAURICE BERENDES","DIRECTOR",0,NA,1,0,0,0,0,0,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"FRED BUMB","DIRECTOR",0,NA,1,0,0,0,0,0,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"RICK NUNN","PRESIDENT",0,NA,0,1,0,0,0,0,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"GREGORY NEWMAN","TREASURER",0,NA,0,1,0,0,0,0,0,0
769182,351545170,2011,0,"VANDERBURGH COUNTY 4-H TRUST FUND INC",NA,"2011-01-01","2011-12-31",1,0,NA,0,0,1982,"DEANA WELTE","SECRETARY",0,NA,0,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARK SACCOCCIO","CHAIR",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARIANNE PURSLEY","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"PATRICIA A THOMPSON","VICE CHAIR",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"SANDRA W CHENG","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"GEORGE F WARNER","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"DAVID P LOFTUS","ASST TREASURER",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"KIMBERLY AHEM","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"KAS DECARVALHO","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"KEVIN M FLYNN","VICE CHAIR",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"DAVID EDMONDS","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARK J HASHWAY","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"EDWARD VON GERICHTEN","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARY MCCLURE","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"BRIAN O'MALLEY","TREASURER",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"STEPHEN ROBINSON","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"ADRIENNE SOUTHGATE","SECRETARY",1,NA,1,1,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"JOSEPH B WHITE","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARK GIM","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"FRAN FALSEY","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"ANNE POWERS","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"WILLIAM JENNINGS","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"KENNETH ROSBOTTOM","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"ROBERT SOSA","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"STEVEN DETOY","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"STEVEN GUGLIELMO","BOARD MEMBER",1,NA,1,0,0,0,0,0,0,0
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"JAMES BERSON","PRESIDENT/CEO FROM AUGUST 2012",40,NA,0,1,0,0,0,54268,0,9980
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"LYNNE MALONE","CFO",40,NA,0,1,0,0,0,14254,0,464
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"KAREN LESLIE","PRESIDENT/CEO TO MARCH 2012",40,NA,0,1,0,0,0,191369,0,4720
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MICHAEL FOURNIER","CHIEF STRATEGY OFFICER",40,NA,0,0,0,1,0,149611,0,8614
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"CARL BROWN","CHIEF INFORMATION OFFICER",40,NA,0,0,0,1,0,106301,0,20060
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"MARY GABLASKI","VP, HUMAN RESOURCES",40,NA,0,0,0,1,0,104349,0,6946
740315,50258878,2012,0,"GREATER PROVIDENCE YMCA",NA,"2012-01-01","2012-12-31",1,0,NA,0,0,NA,"CYNTHIA MCDERMOTT","CHIEF OPERATING OFFICER",40,NA,0,0,0,1,0,133968,0,7800
549205,850391813,2014,0,"IHS RECOVERY PROGRAM INC",NA,"2014-01-01","2014-12-31",1,0,NA,0,0,1994,"BRIAN PARKHILL","Pres/Exec Dir",40,0,1,1,0,0,0,95380,0,0
549205,850391813,2014,0,"IHS RECOVERY PROGRAM INC",NA,"2014-01-01","2014-12-31",1,0,NA,0,0,1994,"SANDY SZABAT","Vice President",1,0,1,1,0,0,0,0,0,0
549205,850391813,2014,0,"IHS RECOVERY PROGRAM INC",NA,"2014-01-01","2014-12-31",1,0,NA,0,0,1994,"BUD WATSON","Secretary",1,0,1,1,0,0,0,0,0,0
549205,850391813,2014,0,"IHS RECOVERY PROGRAM INC",NA,"2014-01-01","2014-12-31",1,0,NA,0,0,1994,"CLINT SINGLEY","Treasurer",1,0,1,1,0,0,0,0,0,0
549205,850391813,2014,0,"IHS RECOVERY PROGRAM INC",NA,"2014-01-01","2014-12-31",1,0,NA,0,0,1994,"PAT TRUJILLO","Director",1,0,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"J DONALD CHILDRESS","RECTOR",6,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"ROBERT M BALENTINE JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"FREDERICK E COOPER","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"EDWIN M CRAWFORD","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"BLAIR H DAVIS","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"J HAGOOD ELLISON JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"DWIGHT H EMANUELSON JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"JORGE E ESTRADA","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"J SCOTT FECHNAY","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"C DOUGLAS FUGE","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"BENJAMIN S GAMBILL JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"J BAKER GENTRY JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"ROBERT J GREY JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"BERNARD C GRIGSBY II","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"CLAY T JACKSON","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"RICHARD ALLEN HAIGHT","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"PETER C KEEFE","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"SALLY P LAWRENCE","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"THOMAS N MCJUNKIN","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"MICHAEL J MISSAL","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"JESSINE A MONAGHAN","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"HARRY J PHILLIPS JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"BENNETT L ROSS","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"ROBERT E SADLER JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"MARTIN E STEIN JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"WARREN A STEPHENS","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"SARAH NASH SYLVESTER","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"JOHN W VARDAMAN JR","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"THOMAS R WALL IV","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"ALSTON PARKER WATT","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"WILLIAM M WEBSTER IV","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"DALLAS HAGEWOOD WILT","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"JOHN A WOLF","TRUSTEE",4,NA,1,0,0,0,0,0,0,0
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"KENNETH P RUSCIO","PRESIDENT",40,NA,1,1,0,0,0,383046,0,212393
257780,540505977,2010,0,"WASHINGTON AND LEE UNIVERSITY",NA,"2010-07-01","2011-06-30",1,0,NA,0,0,NA,"JAMES D FARRAR JR","SECRETARY",40,NA,0,1,0,0,0,132120,0,48822
